antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'服装'}),frozenset({'储蓄卡'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'母婴'}),frozenset({'储蓄卡'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'汽车用品'}),frozenset({'储蓄卡'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'玩具'}),frozenset({'储蓄卡'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'电子产品'}),frozenset({'储蓄卡'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'运动户外'}),frozenset({'储蓄卡'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'食品'}),frozenset({'储蓄卡'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'办公'}),frozenset({'微信支付'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'办公'}),frozenset({'支付宝'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'办公'}),frozenset({'现金'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'办公'}),frozenset({'银联'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'家居'}),frozenset({'微信支付'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'家居'}),frozenset({'支付宝'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'家居'}),frozenset({'现金'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'家居'}),frozenset({'银联'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'服装'}),frozenset({'微信支付'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'母婴'}),frozenset({'微信支付'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'汽车用品'}),frozenset({'微信支付'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'玩具'}),frozenset({'微信支付'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'电子产品'}),frozenset({'微信支付'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'运动户外'}),frozenset({'微信支付'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'食品'}),frozenset({'微信支付'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'服装'}),frozenset({'支付宝'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'母婴'}),frozenset({'支付宝'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'汽车用品'}),frozenset({'支付宝'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'玩具'}),frozenset({'支付宝'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'电子产品'}),frozenset({'支付宝'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'运动户外'}),frozenset({'支付宝'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'食品'}),frozenset({'支付宝'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'服装'}),frozenset({'现金'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'服装'}),frozenset({'银联'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'母婴'}),frozenset({'现金'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'母婴'}),frozenset({'银联'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'汽车用品'}),frozenset({'现金'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'汽车用品'}),frozenset({'银联'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'玩具'}),frozenset({'现金'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'玩具'}),frozenset({'银联'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'电子产品'}),frozenset({'现金'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'运动户外'}),frozenset({'现金'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'食品'}),frozenset({'现金'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'电子产品'}),frozenset({'银联'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'运动户外'}),frozenset({'银联'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
frozenset({'食品'}),frozenset({'银联'}),0.42782152230971127,0.14285714285714285,0.06111736032995876,0.14285714285714288,0.33391761612620513,1.0,6.938893903907228e-18,1.0000000000000002,1.98423972699261e-16,0.11994113318616632,3.2381504884900395e-17,0.2853393325834271
"frozenset({'家居', '办公'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'服装', '办公'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'母婴', '办公'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'汽车用品', '办公'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'玩具', '办公'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'办公', '电子产品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'运动户外', '办公'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'办公', '食品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'家居', '服装'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'家居', '母婴'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'家居', '汽车用品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'玩具', '家居'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'家居', '电子产品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'家居', '运动户外'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'家居', '食品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'母婴', '服装'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'汽车用品', '服装'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'玩具', '服装'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'服装', '电子产品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'运动户外', '服装'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'服装', '食品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'汽车用品', '母婴'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'玩具', '母婴'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'母婴', '电子产品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'运动户外', '母婴'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'母婴', '食品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'玩具', '汽车用品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'汽车用品', '电子产品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'运动户外', '汽车用品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'汽车用品', '食品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'玩具', '电子产品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'玩具', '运动户外'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'玩具', '食品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'运动户外', '电子产品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'食品', '电子产品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'运动户外', '食品'})",frozenset({'云闪付'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
"frozenset({'家居', '办公'})",frozenset({'信用卡'}),0.1679790026246719,0.14285714285714285,0.023997000374953132,0.14285714285714288,0.8504464285714287,1.0,3.469446951953614e-18,1.0000000000000002,1.7376768153330885e-16,0.08366013071895426,3.2381504884900395e-17,0.1554180727409074
